date,volume_t-19,volume_t-20,volume_t-16,volume_t-18,volume_t-17,volume
2014-06-17,1102300,1840126,1190619,1686139,3510829,1328510
2014-06-18,1686139,1102300,1807185,3510829,1190619,1114749
2014-06-19,3510829,1686139,1558720,1190619,1807185,3149546
2014-06-20,1190619,3510829,2547039,1807185,1558720,2029378
2014-06-23,1807185,1190619,1274846,1558720,2547039,1435625
2014-06-24,1558720,1807185,1842298,2547039,1274846,1125825
2014-06-25,2547039,1558720,1145664,1274846,1842298,1060501
2014-06-26,1274846,2547039,1833063,1842298,1145664,1102367
2014-06-27,1842298,1274846,1285879,1145664,1833063,1519046
2014-06-30,1145664,1842298,1188782,1833063,1285879,1314906
2014-07-01,1833063,1145664,1267805,1285879,1188782,2010785
2014-07-02,1285879,1833063,1410610,1188782,1267805,1414957
2014-07-03,1188782,1285879,1677989,1267805,1410610,600744
2014-07-07,1267805,1188782,1054865,1410610,1677989,949243
2014-07-08,1410610,1267805,1174434,1677989,1054865,1615912
2014-07-09,1677989,1410610,1328510,1054865,1174434,1278504
2014-07-10,1054865,1677989,1114749,1174434,1328510,1189340
2014-07-11,1174434,1054865,3149546,1328510,1114749,1183288
2014-07-14,1328510,1174434,2029378,1114749,3149546,1487761
2014-07-15,1114749,1328510,1435625,3149546,2029378,2094496
2014-07-16,3149546,1114749,1125825,2029378,1435625,1868521
2014-07-17,2029378,3149546,1060501,1435625,1125825,4404085
2014-07-18,1435625,2029378,1102367,1125825,1060501,1706174
2014-07-21,1125825,1435625,1519046,1060501,1102367,1983914
2014-07-22,1060501,1125825,1314906,1102367,1519046,2411722
2014-07-23,1102367,1060501,2010785,1519046,1314906,1453645
2014-07-24,1519046,1102367,1414957,1314906,2010785,2534358
2014-07-25,1314906,1519046,600744,2010785,1414957,1719615
2014-07-28,2010785,1314906,949243,1414957,600744,1510223
2014-07-29,1414957,2010785,1615912,600744,949243,2003109
2014-07-30,600744,1414957,1278504,949243,1615912,1371335
2014-07-31,949243,600744,1189340,1615912,1278504,2708121
2014-08-01,1615912,949243,1183288,1278504,1189340,957560
2014-08-04,1278504,1615912,1487761,1189340,1183288,957560
2014-08-05,1189340,1278504,2094496,1183288,1487761,1733728
2014-08-06,1183288,1189340,1868521,1487761,2094496,1568834
2014-08-07,1487761,1183288,4404085,2094496,1868521,1628472
2014-08-08,2094496,1487761,1706174,1868521,4404085,1766002
2014-08-11,1868521,2094496,1983914,4404085,1706174,1252725
2014-08-12,4404085,1868521,2411722,1706174,1983914,2642075
2014-08-13,1706174,4404085,1453645,1983914,2411722,1721261
2014-08-14,1983914,1706174,2534358,2411722,1453645,3478558
2014-08-15,2411722,1983914,1719615,1453645,2534358,5578794
2014-08-18,1453645,2411722,1510223,2534358,1719615,2761606
2014-08-19,2534358,1453645,2003109,1719615,1510223,1192963
2014-08-20,1719615,2534358,1371335,1510223,2003109,1846569
2014-08-21,1510223,1719615,2708121,2003109,1371335,1228385
2014-08-22,2003109,1510223,957560,1371335,2708121,1439567
2014-08-25,1371335,2003109,957560,2708121,957560,967137
2014-08-26,2708121,1371335,1733728,957560,957560,888727
2014-08-27,957560,2708121,1568834,957560,1733728,1193004
2014-08-28,957560,957560,1628472,1733728,1568834,1395449
2014-08-29,1733728,957560,1766002,1568834,1628472,1979934
2014-09-02,1568834,1733728,1252725,1628472,1766002,2015566
2014-09-03,1628472,1568834,2642075,1766002,1252725,1478032
2014-09-04,1766002,1628472,1721261,1252725,2642075,790594
2014-09-05,1252725,1766002,3478558,2642075,1721261,908184
2014-09-08,2642075,1252725,5578794,1721261,3478558,1345766
2014-09-09,1721261,2642075,2761606,3478558,5578794,1286053
2014-09-10,3478558,1721261,1192963,5578794,2761606,1477856
2014-09-11,5578794,3478558,1846569,2761606,1192963,995855
2014-09-12,2761606,5578794,1228385,1192963,1846569,2590395
2014-09-15,1192963,2761606,1439567,1846569,1228385,1621086
2014-09-16,1846569,1192963,967137,1228385,1439567,1379832
2014-09-17,1228385,1846569,888727,1439567,967137,2710468
2014-09-18,1439567,1228385,1193004,967137,888727,2867046
2014-09-19,967137,1439567,1395449,888727,1193004,2173992
2014-09-22,888727,967137,1979934,1193004,1395449,1686631
2014-09-23,1193004,888727,2015566,1395449,1979934,1632282
2014-09-24,1395449,1193004,1478032,1979934,2015566,1650529
2014-09-25,1979934,1395449,790594,2015566,1478032,1629584
2014-09-26,2015566,1979934,908184,1478032,790594,2218441
2014-09-29,1478032,2015566,1345766,790594,908184,1626565
2014-09-30,790594,1478032,1286053,908184,1345766,2120557
2014-10-01,908184,790594,1477856,1345766,1286053,2481276
2014-10-02,1345766,908184,995855,1286053,1477856,1708052
2014-10-03,1286053,1345766,2590395,1477856,995855,1577280
2014-10-06,1477856,1286053,1621086,995855,2590395,1157370
2014-10-07,995855,1477856,1379832,2590395,1621086,1515558
2014-10-08,2590395,995855,2710468,1621086,1379832,2124682
2014-10-09,1621086,2590395,2867046,1379832,2710468,2526263
2014-10-10,1379832,1621086,2173992,2710468,2867046,5133638
2014-10-13,2710468,1379832,1686631,2867046,2173992,2527277
2014-10-14,2867046,2710468,1632282,2173992,1686631,3972861
2014-10-15,2173992,2867046,1650529,1686631,1632282,4723905
2014-10-16,1686631,2173992,1629584,1632282,1650529,5362096
2014-10-17,1632282,1686631,2218441,1650529,1629584,3810818
2014-10-20,1650529,1632282,1626565,1629584,2218441,4942206
2014-10-21,1629584,1650529,2120557,2218441,1626565,2231876
2014-10-22,2218441,1629584,2481276,1626565,2120557,2161086
2014-10-23,1626565,2218441,1708052,2120557,2481276,1754719
2014-10-24,2120557,1626565,1577280,2481276,1708052,1508194
2014-10-27,2481276,2120557,1157370,1708052,1577280,1105293
2014-10-28,1708052,2481276,1515558,1577280,1157370,1714329
2014-10-29,1577280,1708052,2124682,1157370,1515558,1484268
2014-10-30,1157370,1577280,2526263,1515558,2124682,2504261
2014-10-31,1515558,1157370,5133638,2124682,2526263,2087828
2014-11-03,2124682,1515558,2527277,2526263,5133638,4559916
2014-11-04,2526263,2124682,3972861,5133638,2527277,5765189
2014-11-05,5133638,2526263,4723905,2527277,3972861,2341387
2014-11-06,2527277,5133638,5362096,3972861,4723905,2968264
2014-11-07,3972861,2527277,3810818,4723905,5362096,2458734
2014-11-10,4723905,3972861,4942206,5362096,3810818,2583931
2014-11-11,5362096,4723905,2231876,3810818,4942206,2163823
2014-11-12,3810818,5362096,2161086,4942206,2231876,2504261
2014-11-13,4942206,3810818,1754719,2231876,2161086,1805461
2014-11-14,2231876,4942206,1508194,2161086,1754719,1331282
2014-11-17,2161086,2231876,1105293,1754719,1508194,2697164
2014-11-18,1754719,2161086,1714329,1508194,1105293,5891377
2014-11-19,1508194,1754719,1484268,1105293,1714329,4012147
2014-11-20,1105293,1508194,2504261,1714329,1484268,2303826
2014-11-21,1714329,1105293,2087828,1484268,2504261,5306170
2014-11-24,1484268,1714329,4559916,2504261,2087828,2122424
2014-11-25,2504261,1484268,5765189,2087828,4559916,2713879
2014-11-26,2087828,2504261,2341387,4559916,5765189,1752695
2014-11-28,4559916,2087828,2968264,5765189,2341387,1091780
2014-12-01,5765189,4559916,2458734,2341387,2968264,4411159
2014-12-02,2341387,5765189,2583931,2968264,2458734,2014436
2014-12-03,2968264,2341387,2163823,2458734,2583931,2250275
2014-12-04,2458734,2968264,2504261,2583931,2163823,1346823
2014-12-05,2583931,2458734,1805461,2163823,2504261,1019549
2014-12-08,2163823,2583931,1331282,2504261,1805461,1425753
2014-12-09,2504261,2163823,2697164,1805461,1331282,1803210
2014-12-10,1805461,2504261,5891377,1331282,2697164,2654911
2014-12-11,1331282,1805461,4012147,2697164,5891377,1640864
2014-12-12,2697164,1331282,2303826,5891377,4012147,2335765
2014-12-15,5891377,2697164,5306170,4012147,2303826,4510349
